vid,yid,start,end,raw-text,tokenized-text,gloss,split,start_time,end_time,total_start_sec,total_end_sec,filename
AWO6g60KgQU-00:01:30.680-00:01:37.180,AWO6g60KgQU,00:01:30.680,00:01:37.180,And it was hard to think that he was going to be a normal child.,and it was hard to think that he was going to be a normal child,,train,1900-01-01 00:01:30.680,1900-01-01 00:01:37.180,90.68,97.18,video(90.68-97.18).mp4
AWO6g60KgQU-00:01:37.180-00:01:53.579,AWO6g60KgQU,00:01:37.180,00:01:53.579,But we definitely dove into educating ourselves about what that meant and what he was going to need and realized that it's just a different road that he was going to have to take to get to the same place to where he was going.,but we definitely dove into educating ourselves about what that meant and what he was going to need and realized that it 's just a different road that he was going to have to take to get to the same place to where he was going,,train,1900-01-01 00:01:37.180,1900-01-01 00:01:53.579,97.18,113.579,video(97.18-113.579).mp4
AWO6g60KgQU-00:01:53.760-00:02:03.359,AWO6g60KgQU,00:01:53.760,00:02:03.359,"When our older daughter Emma was identified as being deaf, that was almost 11 years ago.",when our older daughter emma was identified as being deaf that was almost 11 years ago,,train,1900-01-01 00:01:53.760,1900-01-01 00:02:03.359,113.76,123.359,video(113.76-123.359).mp4
AWO6g60KgQU-00:02:03.359-00:02:05.540,AWO6g60KgQU,00:02:03.359,00:02:05.540,And I remember it like it was yesterday.,and i remember it like it was yesterday,,train,1900-01-01 00:02:03.359,1900-01-01 00:02:05.540,123.359,125.54,video(123.359-125.54).mp4
AWO6g60KgQU-00:02:05.540-00:02:19.419,AWO6g60KgQU,00:02:05.540,00:02:19.419,"We were in this tiny little hot room, and it was after the testing was done and the audiologist came in and I saw she was holding a pamphlet that said, 'My child is deaf... now what?'",we were in this tiny little hot room and it was after the testing was done and the audiologist came in and i saw she was holding a pamphlet that said my child is deaf ... now what,,train,1900-01-01 00:02:05.540,1900-01-01 00:02:19.419,125.54,139.419,video(125.54-139.419).mp4
AWO6g60KgQU-00:02:19.419-00:02:27.199,AWO6g60KgQU,00:02:19.419,00:02:27.199,"She sat down and she talked to us, and basically didn't give us a whole lot of information.",she sat down and she talked to us and basically did n't give us a whole lot of information,,train,1900-01-01 00:02:19.419,1900-01-01 00:02:27.199,139.419,147.199,video(139.419-147.199).mp4
AWO6g60KgQU-00:02:27.199-00:02:33.039,AWO6g60KgQU,00:02:27.199,00:02:33.039,"They gave us some printed information, but didn't even mention the school for the deaf in the area.",they gave us some printed information but did n't even mention the school for the deaf in the area,,train,1900-01-01 00:02:27.199,1900-01-01 00:02:33.039,147.199,153.039,video(147.199-153.039).mp4
AWO6g60KgQU-00:02:33.479-00:02:42.680,AWO6g60KgQU,00:02:33.479,00:02:42.680,"We would look at those things for examples, but when it came to the decision of what we wanted to do we felt like we really had to see what we felt was best for Aria.",we would look at those things for examples but when it came to the decision of what we wanted to do we felt like we really had to see what we felt was best for aria,,train,1900-01-01 00:02:33.479,1900-01-01 00:02:42.680,153.479,162.68,video(153.479-162.68).mp4
AWO6g60KgQU-00:02:43.520-00:03:01.740,AWO6g60KgQU,00:02:43.520,00:03:01.740,I remember feeling almost angry because we would read on the internet that we'd have to decide whether we were going to get hearing aids and an implant - a cochlear implant - and go the oral route.,i remember feeling almost angry because we would read on the internet that we 'd have to decide whether we were going to get hearing aids and an implant a cochlear implant and go the oral route,,train,1900-01-01 00:02:43.520,1900-01-01 00:03:01.740,163.52,181.74,video(163.52-181.74).mp4
AWO6g60KgQU-00:03:01.740-00:03:08.599,AWO6g60KgQU,00:03:01.740,00:03:08.599,Or we were going to choose ASL as our only and primary means of communication and go that route.,or we were going to choose asl as our only and primary means of communication and go that route,,train,1900-01-01 00:03:01.740,1900-01-01 00:03:08.599,181.74,188.599,video(181.74-188.599).mp4
AWO6g60KgQU-00:03:08.599-00:03:14.860,AWO6g60KgQU,00:03:08.599,00:03:14.860,I felt uncomfortable with -- that can't just be the way it is.,i felt uncomfortable with -- that ca n't just be the way it is,,train,1900-01-01 00:03:08.599,1900-01-01 00:03:14.860,188.599,194.86,video(188.599-194.86).mp4
AWO6g60KgQU-00:03:14.860-00:03:23.139,AWO6g60KgQU,00:03:14.860,00:03:23.139,"I want my child to have everything she can, physically and developmentally.",i want my child to have everything she can physically and developmentally,,train,1900-01-01 00:03:14.860,1900-01-01 00:03:23.139,194.86,203.139,video(194.86-203.139).mp4
AWO6g60KgQU-00:03:23.139-00:03:36.900,AWO6g60KgQU,00:03:23.139,00:03:36.900,"If she's able to access English and she has the motor skills for ASL and the mental and developmental abilities to learn ASL and English, I wanted her to have everything.",if she 's able to access english and she has the motor skills for asl and the mental and developmental abilities to learn asl and english i wanted her to have everything,,train,1900-01-01 00:03:23.139,1900-01-01 00:03:36.900,203.139,216.9,video(203.139-216.9).mp4
AWO6g60KgQU-00:03:36.900-00:03:39.699,AWO6g60KgQU,00:03:36.900,00:03:39.699,I didn't want to have to choose.,i did n't want to have to choose,,train,1900-01-01 00:03:36.900,1900-01-01 00:03:39.699,216.9,219.699,video(216.9-219.699).mp4
AWO6g60KgQU-00:03:39.699-00:03:43.580,AWO6g60KgQU,00:03:39.699,00:03:43.580,"So, I'm finding that we don't have to choose.",so i 'm finding that we do n't have to choose,,train,1900-01-01 00:03:39.699,1900-01-01 00:03:43.580,219.699,223.58,video(219.699-223.58).mp4
AWO6g60KgQU-00:03:43.580-00:03:51.159,AWO6g60KgQU,00:03:43.580,00:03:51.159,"We can teach her both English and ASL, and she can be exposed to both at school and at home.",we can teach her both english and asl and she can be exposed to both at school and at home,,train,1900-01-01 00:03:43.580,1900-01-01 00:03:51.159,223.58,231.159,video(223.58-231.159).mp4
AWO6g60KgQU-00:03:51.159-00:03:54.520,AWO6g60KgQU,00:03:51.159,00:03:54.520,"And it's not a hindrance to her, it's helping her.",and it 's not a hindrance to her it 's helping her,,train,1900-01-01 00:03:51.159,1900-01-01 00:03:54.520,231.159,234.52,video(231.159-234.52).mp4
AdDxgNZ7nC0-00:00:03.870-00:00:06.897,AdDxgNZ7nC0,00:00:03.870,00:00:06.897,"Hello, welcome to The Daily Moth!",hello welcome to the daily moth,,train,1900-01-01 00:00:03.870,1900-01-01 00:00:06.897,3.87,6.897,video(3.87-6.897).mp4
AdDxgNZ7nC0-00:00:06.897-00:00:08.970,AdDxgNZ7nC0,00:00:06.897,00:00:08.970,"It is Monday, June 10.","it is monday, june 10",,train,1900-01-01 00:00:06.897,1900-01-01 00:00:08.970,6.897,8.97,video(6.897-8.97).mp4
AdDxgNZ7nC0-00:00:08.970-00:00:10.477,AdDxgNZ7nC0,00:00:08.970,00:00:10.477,Ready for news?,ready for news,,train,1900-01-01 00:00:08.970,1900-01-01 00:00:10.477,8.97,10.477,video(8.97-10.477).mp4
AdDxgNZ7nC0-00:00:15.080-00:00:19.719,AdDxgNZ7nC0,00:00:15.080,00:00:19.719,Here are two world news briefs from the weekend.,here are two world news briefs from the weekend,,train,1900-01-01 00:00:15.080,1900-01-01 00:00:19.719,15.08,19.719,video(15.08-19.719).mp4
AdDxgNZ7nC0-00:00:19.719-00:00:43.276,AdDxgNZ7nC0,00:00:19.719,00:00:43.276,"The first - on Friday, President Trump announced that he has reached an immigration and security deal with Mexico and that he would pull back from his threat of tariffs of 5% that would have started today.",the first on friday president trump announced that he has reached an immigration and security deal with mexico and that he would pull back from his threat of tariffs of 5% that would have started today,,train,1900-01-01 00:00:19.719,1900-01-01 00:00:43.276,19.719,43.276,video(19.719-43.276).mp4
AdDxgNZ7nC0-00:00:43.276-00:01:04.197,AdDxgNZ7nC0,00:00:43.276,00:01:04.197,"Mexico will send 6,000 National Guard troops across the country with a focus on its southern border with Guatemala to try and control the flow of migrants.","mexico will send 6,000 national guard troops across the country with a focus on its southern border with guatemala to try and control the flow of migrants",,train,1900-01-01 00:00:43.276,1900-01-01 00:01:04.197,43.276,64.197,video(43.276-64.197).mp4
AdDxgNZ7nC0-00:01:04.197-00:01:31.524,AdDxgNZ7nC0,00:01:04.197,00:01:31.524,Mexico's Foreign Minister Marcelo Ebrard said they will also allow migrants seeking asylum in the U.S. to stay in Mexico while they wait for U.S. immigration court hearings.,mexico 's foreign minister marcelo ebrard said they will also allow migrants seeking asylum in the u.s. to stay in mexico while they wait for u.s. immigration court hearings,,train,1900-01-01 00:01:04.197,1900-01-01 00:01:31.524,64.197,91.524,video(64.197-91.524).mp4
AdDxgNZ7nC0-00:01:31.524-00:01:46.239,AdDxgNZ7nC0,00:01:31.524,00:01:46.239,"Mexico said it is their goal to stop the flow of asylum seekers, and if they are not successful, they will consider other steps.",mexico said it is their goal to stop the flow of asylum seekers and if they are not successful they will consider other steps,,train,1900-01-01 00:01:31.524,1900-01-01 00:01:46.239,91.524,106.239,video(91.524-106.239).mp4
AdDxgNZ7nC0-00:01:46.239-00:02:04.090,AdDxgNZ7nC0,00:01:46.239,00:02:04.090,"Trump tweeted today that a part of the deal requires a vote by Mexico's legislature and that if it fails, he would reinstate the tariffs.",trump tweeted today that a part of the deal requires a vote by mexico 's legislature and that if it fails he would reinstate the tariffs,,train,1900-01-01 00:01:46.239,1900-01-01 00:02:04.090,106.239,124.09,video(106.239-124.09).mp4
AdDxgNZ7nC0-00:02:04.090-00:02:32.384,AdDxgNZ7nC0,00:02:04.090,00:02:32.384,"The second news - There were between 250,000 to a million protesters in Hong Kong who spoke out against a proposed law that would allow China's government to extradite people from Hong Kong to face trial.","the second news there were between 250,000 to a million protesters in hong kong who spoke out against a proposed law that would allow china 's government to extradite people from hong kong to face trial",,train,1900-01-01 00:02:04.090,1900-01-01 00:02:32.384,124.09,152.384,video(124.09-152.384).mp4
AdDxgNZ7nC0-00:02:32.384-00:02:45.965,AdDxgNZ7nC0,00:02:32.384,00:02:45.965,"Hong Kong is a territory of China, but has independent control of its own land and people.",hong kong is a territory of china but has independent control of its own land and people,,train,1900-01-01 00:02:32.384,1900-01-01 00:02:45.965,152.384,165.965,video(152.384-165.965).mp4
AdDxgNZ7nC0-00:02:45.965-00:02:57.310,AdDxgNZ7nC0,00:02:45.965,00:02:57.310,HongKongers are concerned that China will abuse their authority and jail people for political reasons.,hongkongers are concerned that china will abuse their authority and jail people for political reasons,,train,1900-01-01 00:02:45.965,1900-01-01 00:02:57.310,165.965,177.31,video(165.965-177.31).mp4
AdDxgNZ7nC0-00:02:57.310-00:03:16.695,AdDxgNZ7nC0,00:02:57.310,00:03:16.695,"China said they need this law to close legal loopholes (for example, to prevent people from committing a crime in China and then going across the border to hide in Hong Kong.)",china said they need this law to close legal loopholes for example to prevent people from committing a crime in china and then going across the border to hide in hong kong,,train,1900-01-01 00:02:57.310,1900-01-01 00:03:16.695,177.31,196.695,video(177.31-196.695).mp4
AdDxgNZ7nC0-00:03:16.695-00:03:23.902,AdDxgNZ7nC0,00:03:16.695,00:03:23.902,"The protests were mostly peaceful, but there were clashes with police.",the protests were mostly peaceful but there were clashes with police,,train,1900-01-01 00:03:16.695,1900-01-01 00:03:23.902,196.695,203.902,video(196.695-203.902).mp4
AdDxgNZ7nC0-00:03:29.175-00:03:42.921,AdDxgNZ7nC0,00:03:29.175,00:03:42.921,"Yesterday a crane in Dallas, Texas fell on an apartment building and killed a 29-year-old woman who was inside an apartment.",yesterday a crane in dallas texas fell on an apartment building and killed a 29-year-old woman who was inside an apartment,,train,1900-01-01 00:03:29.175,1900-01-01 00:03:42.921,209.175,222.921,video(209.175-222.921).mp4
AdDxgNZ7nC0-00:03:42.921-00:03:45.925,AdDxgNZ7nC0,00:03:42.921,00:03:45.925,Five other people were injured.,five other people were injured,,train,1900-01-01 00:03:42.921,1900-01-01 00:03:45.925,222.921,225.925,video(222.921-225.925).mp4
AdDxgNZ7nC0-00:03:45.925-00:03:55.534,AdDxgNZ7nC0,00:03:45.925,00:03:55.534,The crane fell while severe storms with 70-mph winds were in the area.,the crane fell while severe storms with 70-mph winds were in the area,,train,1900-01-01 00:03:45.925,1900-01-01 00:03:55.534,225.925,235.534,video(225.925-235.534).mp4
AdDxgNZ7nC0-00:03:55.534-00:04:06.746,AdDxgNZ7nC0,00:03:55.534,00:04:06.746,"It also hit a parking garage, slicing off at least five floors, sending vehicles tumbling down.",it also hit a parking garage slicing off at least five floors sending vehicles tumbling down,,train,1900-01-01 00:03:55.534,1900-01-01 00:04:06.746,235.534,246.746,video(235.534-246.746).mp4
AdDxgNZ7nC0-00:04:06.746-00:04:26.331,AdDxgNZ7nC0,00:04:06.746,00:04:26.331,"The apartment management team said they have evacuated all of the apartment's residents and some pets, and are helping them find a place to stay.",the apartment management team said they have evacuated all of the apartment 's residents and some pets and are helping them find a place to stay,,train,1900-01-01 00:04:06.746,1900-01-01 00:04:26.331,246.746,266.331,video(246.746-266.331).mp4
AdDxgNZ7nC0-00:04:26.331-00:04:36.141,AdDxgNZ7nC0,00:04:26.331,00:04:36.141,"A Deaf man from Minnesota, Curtis Oldfather, was visiting Dallas yesterday.",a deaf man from minnesota curtis oldfather was visiting dallas yesterday,,train,1900-01-01 00:04:26.331,1900-01-01 00:04:36.141,266.331,276.141,video(266.331-276.141).mp4
AdDxgNZ7nC0-00:04:36.141-00:04:53.326,AdDxgNZ7nC0,00:04:36.141,00:04:53.326,"He told ""The Daily Moth"" that his family stayed at a Burger King while the heavy storm hit, then got a text about the crane collapse, and decided to check the scene.",he told the daily moth that his family stayed at a burger king while the heavy storm hit then got a text about the crane collapse and decided to check the scene,,train,1900-01-01 00:04:36.141,1900-01-01 00:04:53.326,276.141,293.326,video(276.141-293.326).mp4
AdDxgNZ7nC0-00:04:53.326-00:04:54.627,AdDxgNZ7nC0,00:04:53.326,00:04:54.627,Here are some pictures.,here are some pictures,,train,1900-01-01 00:04:53.326,1900-01-01 00:04:54.627,293.326,294.627,video(293.326-294.627).mp4
AdDxgNZ7nC0-00:05:03.802-00:05:08.807,AdDxgNZ7nC0,00:05:03.802,00:05:08.807,"Wow, you can see that the metal is completely twisted backwards.",wow you can see that the metal is completely twisted backwards,,train,1900-01-01 00:05:03.802,1900-01-01 00:05:08.807,303.802,308.807,video(303.802-308.807).mp4
AdDxgNZ7nC0-00:05:08.807-00:05:22.855,AdDxgNZ7nC0,00:05:08.807,00:05:22.855,The Occupational Safety and Health Administration (OSHA) will investigate what exactly caused the collapse.,the occupational safety and health administration osha will investigate what exactly caused the collapse,,train,1900-01-01 00:05:08.807,1900-01-01 00:05:22.855,308.807,322.855,video(308.807-322.855).mp4
AdDxgNZ7nC0-00:05:22.855-00:05:28.661,AdDxgNZ7nC0,00:05:22.855,00:05:28.661,It is possible the entire apartment will have to be demolished.,it is possible the entire apartment will have to be demolished,,train,1900-01-01 00:05:22.855,1900-01-01 00:05:28.661,322.855,328.661,video(322.855-328.661).mp4
AdDxgNZ7nC0-00:05:33.932-00:05:52.819,AdDxgNZ7nC0,00:05:33.932,00:05:52.819,"Former MLB star David Ortiz, who played for the Boston Red Sox, was shot in the back in his home country, Dominican Republic.",former mlb star david ortiz who played for the boston red sox was shot in the back in his home country dominican republic,,train,1900-01-01 00:05:33.932,1900-01-01 00:05:52.819,333.932,352.819,video(333.932-352.819).mp4
AdDxgNZ7nC0-00:05:52.819-00:05:58.557,AdDxgNZ7nC0,00:05:52.819,00:05:58.557,Ortiz was at a bar/lounge.,ortiz was at a bar lounge,,train,1900-01-01 00:05:52.819,1900-01-01 00:05:58.557,352.819,358.557,video(352.819-358.557).mp4
AdDxgNZ7nC0-00:05:58.557-00:06:07.834,AdDxgNZ7nC0,00:05:58.557,00:06:07.834,He is in stable condition at a hospital after having emergency surgery.,he is in stable condition at a hospital after having emergency surgery,,train,1900-01-01 00:05:58.557,1900-01-01 00:06:07.834,358.557,367.834,video(358.557-367.834).mp4
AdDxgNZ7nC0-00:06:07.834-00:06:17.677,AdDxgNZ7nC0,00:06:07.834,00:06:17.677,Ortiz's father said the bullet went through his back and exited out of his stomach.,ortiz 's father said the bullet went through his back and exited out of his stomach,,train,1900-01-01 00:06:07.834,1900-01-01 00:06:17.677,367.834,377.677,video(367.834-377.677).mp4
AdDxgNZ7nC0-00:06:17.677-00:06:29.956,AdDxgNZ7nC0,00:06:17.677,00:06:29.956,"During the surgery, doctors had to remove his gallbladder and control bleeding in his liver and bowel.",during the surgery doctors had to remove his gallbladder and control bleeding in his liver and bowel,,train,1900-01-01 00:06:17.677,1900-01-01 00:06:29.956,377.677,389.956,video(377.677-389.956).mp4
AdDxgNZ7nC0-00:06:29.956-00:06:36.228,AdDxgNZ7nC0,00:06:29.956,00:06:36.228,"The suspected gunman, who is 25 years old, is in custody.",the suspected gunman who is 25 years old is in custody,,train,1900-01-01 00:06:29.956,1900-01-01 00:06:36.228,389.956,396.228,video(389.956-396.228).mp4
AdDxgNZ7nC0-00:06:36.228-00:06:44.069,AdDxgNZ7nC0,00:06:36.228,00:06:44.069,Security video showed him walking to a bar and firing his gun at point blank range.,security video showed him walking to a bar and firing his gun at point blank range,,train,1900-01-01 00:06:36.228,1900-01-01 00:06:44.069,396.228,404.069,video(396.228-404.069).mp4
AdDxgNZ7nC0-00:06:44.069-00:06:55.514,AdDxgNZ7nC0,00:06:44.069,00:06:55.514,"ESPN reported that he was beaten by a crowd, went to a hospital, and then was placed into police custody.",espn reported that he was beaten by a crowd went to a hospital and then was placed into police custody,,train,1900-01-01 00:06:44.069,1900-01-01 00:06:55.514,404.069,415.514,video(404.069-415.514).mp4
AdDxgNZ7nC0-00:06:55.514-00:07:00.752,AdDxgNZ7nC0,00:06:55.514,00:07:00.752,Two other people were wounded from the shooting.,two other people were wounded from the shooting,,train,1900-01-01 00:06:55.514,1900-01-01 00:07:00.752,415.514,420.752,video(415.514-420.752).mp4
AdDxgNZ7nC0-00:07:00.752-00:07:11.564,AdDxgNZ7nC0,00:07:00.752,00:07:11.564,Ortiz won three World Series with the Red Sox and was a 10-time All-Star.,ortiz won three world series with the red sox and was a 10 time all star,,train,1900-01-01 00:07:00.752,1900-01-01 00:07:11.564,420.752,431.564,video(420.752-431.564).mp4
AdDxgNZ7nC0-00:07:11.564-00:07:17.170,AdDxgNZ7nC0,00:07:11.564,00:07:17.170,"His nickname is ""Big Papi.""",his nickname is big papi,,train,1900-01-01 00:07:11.564,1900-01-01 00:07:17.170,431.564,437.17,video(431.564-437.17).mp4
AdDxgNZ7nC0-00:07:17.170-00:07:26.745,AdDxgNZ7nC0,00:07:17.170,00:07:26.745,"Many people, including former President Barack Obama, wished him a speedy recovery.",many people including former president barack obama wished him a speedy recovery,,train,1900-01-01 00:07:17.170,1900-01-01 00:07:26.745,437.17,446.745,video(437.17-446.745).mp4
AdDxgNZ7nC0-00:07:32.117-00:07:50.036,AdDxgNZ7nC0,00:07:32.117,00:07:50.036,"Yesterday in Florida, a 45-year-old man who was riding on his motorcycle on I-95 during a storm was struck by lightning on his helmet.",yesterday in florida a 45-year-old man who was riding on his motorcycle on i-95 during a storm was struck by lightning on his helmet,,train,1900-01-01 00:07:32.117,1900-01-01 00:07:50.036,452.117,470.036,video(452.117-470.036).mp4
AdDxgNZ7nC0-00:07:50.036-00:07:59.579,AdDxgNZ7nC0,00:07:50.036,00:07:59.579,ABC News said he veered off the road and crashed and died.,abc news said he veered off the road and crashed and died,,train,1900-01-01 00:07:50.036,1900-01-01 00:07:59.579,470.036,479.579,video(470.036-479.579).mp4
AdDxgNZ7nC0-00:07:59.579-00:08:07.220,AdDxgNZ7nC0,00:07:59.579,00:08:07.220,The Florida Highway Patrol posted an image of the man's cracked motorcycle helmet.,the florida highway patrol posted an image of the man 's cracked motorcycle helmet,,train,1900-01-01 00:07:59.579,1900-01-01 00:08:07.220,479.579,487.22,video(479.579-487.22).mp4
AdDxgNZ7nC0-00:08:19.064-00:08:22.334,AdDxgNZ7nC0,00:08:19.064,00:08:22.334,The man was from North Carolina.,the man was from north carolina,,train,1900-01-01 00:08:19.064,1900-01-01 00:08:22.334,499.064,502.334,video(499.064-502.334).mp4
AdDxgNZ7nC0-00:08:22.334-00:08:28.841,AdDxgNZ7nC0,00:08:22.334,00:08:28.841,An off-duty Virginia State trooper saw the lightning strike.,an off duty virginia state trooper saw the lightning strike,,train,1900-01-01 00:08:22.334,1900-01-01 00:08:28.841,502.334,508.841,video(502.334-508.841).mp4
AdDxgNZ7nC0-00:08:28.841-00:08:42.455,AdDxgNZ7nC0,00:08:28.841,00:08:42.455,An image of I-95 shows emergency responders and what appears to be a fallen motorcycle in a grassy median.,an image of i-95 shows emergency responders and what appears to be a fallen motorcycle in a grassy median,,train,1900-01-01 00:08:28.841,1900-01-01 00:08:42.455,508.841,522.455,video(508.841-522.455).mp4
AdDxgNZ7nC0-00:09:01.740-00:09:21.460,AdDxgNZ7nC0,00:09:01.740,00:09:21.460,"Last night Ali Stroker became the first person who uses a wheelchair to win a Tony Award for her role on a Broadway revival of the musical ""Oklahoma!""",last night ali stroker became the first person who uses a wheelchair to win a tony award for her role on a broadway revival of the musical oklahoma,,train,1900-01-01 00:09:01.740,1900-01-01 00:09:21.460,541.74,561.46,video(541.74-561.46).mp4
AdDxgNZ7nC0-00:09:21.460-00:09:42.581,AdDxgNZ7nC0,00:09:21.460,00:09:42.581,"Stroker is known to the Deaf community because she had a role on Deaf West's ""Spring Awakening,"" a Broadway revival that had a successful run with multiple Deaf actors.",stroker is known to the deaf community because she had a role on deaf west's spring awakening a broadway revival that had a successful run with multiple deaf actors,,train,1900-01-01 00:09:21.460,1900-01-01 00:09:42.581,561.46,582.581,video(561.46-582.581).mp4
AdDxgNZ7nC0-00:09:42.581-00:09:52.524,AdDxgNZ7nC0,00:09:42.581,00:09:52.524,"Deaf West Theatre recognized her in a Facebook post, saying she led the way as always.",deaf west theatre recognized her in a facebook post saying she led the way as always,,train,1900-01-01 00:09:42.581,1900-01-01 00:09:52.524,582.581,592.524,video(582.581-592.524).mp4
AdDxgNZ7nC0-00:10:00.799-00:10:04.370,AdDxgNZ7nC0,00:10:00.799,00:10:04.370,Stroker is 31.,stroker is 31,,train,1900-01-01 00:10:00.799,1900-01-01 00:10:04.370,600.799,604.37,video(600.799-604.37).mp4
AdDxgNZ7nC0-00:10:04.370-00:10:14.913,AdDxgNZ7nC0,00:10:04.370,00:10:14.913,The New York Times said she lost the use of her legs in a car accident when she was 2.,the new york times said she lost the use of her legs in a car accident when she was 2,,train,1900-01-01 00:10:04.370,1900-01-01 00:10:14.913,604.37,614.913,video(604.37-614.913).mp4
AdDxgNZ7nC0-00:10:14.913-00:10:27.293,AdDxgNZ7nC0,00:10:14.913,00:10:27.293,"She said her award is for every kid watching tonight who has a disability, that they are represented.",she said her award is for every kid watching tonight who has a disability that they are represented,,train,1900-01-01 00:10:14.913,1900-01-01 00:10:27.293,614.913,627.293,video(614.913-627.293).mp4
AdDxgNZ7nC0-00:10:27.293-00:10:47.113,AdDxgNZ7nC0,00:10:27.293,00:10:47.113,She said she wants theater owners and producers to think about how they can make sure their backstage areas are accessible to performers with disabilities.,she said she wants theater owners and producers to think about how they can make sure their backstage areas are accessible to performers with disabilities,,train,1900-01-01 00:10:27.293,1900-01-01 00:10:47.113,627.293,647.113,video(627.293-647.113).mp4
AdDxgNZ7nC0-00:10:47.113-00:10:55.020,AdDxgNZ7nC0,00:10:47.113,00:10:55.020,The stage for the Tony Awards did not have a wheelchair ramp.,the stage for the tony awards did not have a wheelchair ramp,,train,1900-01-01 00:10:47.113,1900-01-01 00:10:55.020,647.113,655.02,video(647.113-655.02).mp4
AdDxgNZ7nC0-00:10:55.019-00:10:57.071,AdDxgNZ7nC0,00:10:55.019,00:10:57.071,"When ""Oklahoma!""",when oklahoma,,train,1900-01-01 00:10:55.019,1900-01-01 00:10:57.071,655.019,657.071,video(655.019-657.071).mp4
AdDxgNZ7nC0-00:10:57.071-00:11:05.865,AdDxgNZ7nC0,00:10:57.071,00:11:05.865,"won the Best Revival award, Stroker wasn't able to join her cast onstage.",won the best revival award stroker was n't able to join her cast onstage,,train,1900-01-01 00:10:57.071,1900-01-01 00:11:05.865,657.071,665.865,video(657.071-665.865).mp4
AdDxgNZ7nC0-00:11:05.865-00:11:09.201,AdDxgNZ7nC0,00:11:05.865,00:11:09.201,So there are still major accessibility issues.,so there are still major accessibility issues,,train,1900-01-01 00:11:05.865,1900-01-01 00:11:09.201,665.865,669.201,video(665.865-669.201).mp4
AdDxgNZ7nC0-00:11:09.201-00:11:18.144,AdDxgNZ7nC0,00:11:09.201,00:11:18.144,"Congratulations to Ali Stroker, and she will become an even more powerful voice for accessibility.",congratulations to ali stroker and she will become an even more powerful voice for accessibility,,train,1900-01-01 00:11:09.201,1900-01-01 00:11:18.144,669.201,678.144,video(669.201-678.144).mp4
AdDxgNZ7nC0-00:11:23.883-00:11:38.697,AdDxgNZ7nC0,00:11:23.883,00:11:38.697,"Last Monday, a non profit organization named Honor Flight Bluegrass, posted a video of a World War II Navy veteran, Norma Lewis signing in a video.",last monday a non profit organization named honor flight bluegrass posted a video of a world war ii navy veteran norma lewis signing in a video,,train,1900-01-01 00:11:23.883,1900-01-01 00:11:38.697,683.883,698.697,video(683.883-698.697).mp4
AdDxgNZ7nC0-00:11:40.166-00:12:08.193,AdDxgNZ7nC0,00:11:40.166,00:12:08.193,I can't wait to see all the men and women from World War II... and again to know we will be together again after the war 75 years ago... which is very hard to believe.,i ca n't wait to see all the men and women from world war ii ... and again to know we will be together again after the war 75 years ago ... which is very hard to believe,,train,1900-01-01 00:11:40.166,1900-01-01 00:12:08.193,700.166,728.193,video(700.166-728.193).mp4
AdDxgNZ7nC0-00:12:08.193-00:12:15.000,AdDxgNZ7nC0,00:12:08.193,00:12:15.000,"Their 75th anniversary for D-Day was hosted in Louisville, Kentucky last Friday.",their 75th anniversary for d-day was hosted in louisville kentucky last friday,,train,1900-01-01 00:12:08.193,1900-01-01 00:12:15.000,728.193,735.0,video(728.193-735.0).mp4
AdDxgNZ7nC0-00:12:15.000-00:12:21.005,AdDxgNZ7nC0,00:12:15.000,00:12:21.005,It was the largest gathering of WWII veterans in the state's history.,it was the largest gathering of wwii veterans in the state 's history,,train,1900-01-01 00:12:15.000,1900-01-01 00:12:21.005,735.0,741.005,video(735.0-741.005).mp4
AdDxgNZ7nC0-00:12:21.005-00:12:26.378,AdDxgNZ7nC0,00:12:21.005,00:12:26.378,The youngest veteran was 91 and the oldest was 103.,the youngest veteran was 91 and the oldest was 103,,train,1900-01-01 00:12:21.005,1900-01-01 00:12:26.378,741.005,746.378,video(741.005-746.378).mp4
AdDxgNZ7nC0-00:12:26.378-00:12:33.485,AdDxgNZ7nC0,00:12:26.378,00:12:33.485,Lewis (96) was one of the few women to volunteer to serve the WWII.,lewis 96 was one of the few women to volunteer to serve the wwii,,train,1900-01-01 00:12:26.378,1900-01-01 00:12:33.485,746.378,753.485,video(746.378-753.485).mp4
AdDxgNZ7nC0-00:12:33.485-00:12:42.293,AdDxgNZ7nC0,00:12:33.485,00:12:42.293,"To honor for her service, she got to ride in a B-25 plane for 20 minutes with 20 other veterans.",to honor for her service she got to ride in a b-25 plane for 20 minutes with 20 other veterans,,train,1900-01-01 00:12:33.485,1900-01-01 00:12:42.293,753.485,762.293,video(753.485-762.293).mp4
AdDxgNZ7nC0-00:12:58.309-00:13:02.248,AdDxgNZ7nC0,00:12:58.309,00:13:02.248,The Daily Moth reached out to Lewis for an interview.,the daily moth reached out to lewis for an interview,,train,1900-01-01 00:12:58.309,1900-01-01 00:13:02.248,778.309,782.248,video(778.309-782.248).mp4
AdDxgNZ7nC0-00:13:02.248-00:13:13.958,AdDxgNZ7nC0,00:13:02.248,00:13:13.958,The interview was taken through Convo relay service as a landline phone was only available for her to speak through.,the interview was taken through convo relay service as a landline phone was only available for her to speak through,,train,1900-01-01 00:13:02.248,1900-01-01 00:13:13.958,782.248,793.958,video(782.248-793.958).mp4
